u,g,r,i,z,redshift
22.13462,21.13459,20.66225,20.55,20.47265,3.241601
25.29842,20.95361,19.19373,18.52225,18.1117,0.4195076
23.82073,21.70888,20.81892,19.95907,19.81769,0.6053182
22.82048,21.43489,19.50485,18.79633,18.54174,0.37655
22.04329,21.60796,20.79057,20.54037,20.31725,1.171834
19.50427,18.44821,17.77167,17.41957,17.15797,0.1692808
25.01686,21.52311,19.78573,18.96041,18.52134,0.5044636
23.48713,23.6529,21.66944,20.4707,19.65653,0.7066028
21.36037,21.06301,20.95432,20.61272,20.739,1.585653
20.21564,19.0737,18.62513,18.46788,18.41556,0.0002041439
19.82618,19.47663,19.33075,19.07766,18.92644,0.7364799
25.86193,21.70647,20.03504,19.12014,18.52273,0.4010291
24.63465,21.69051,21.15348,20.03308,22.82691,-6.597564e-05
21.97983,21.38823,21.31996,21.56945,21.50965,0.0001410416
22.89822,21.19751,19.86296,18.70491,18.19036,-5.99509e-05
19.48453,18.20205,17.55219,17.1738,16.926,0.04931149
25.90803,22.70788,22.4447,21.10914,22.17531,0.7453407
22.14824,21.52071,21.48102,21.45677,21.20487,1.716297
24.85427,22.70919,20.85962,19.61674,19.14106,0.6123788
20.42675,19.5114,19.11904,18.96805,18.95291,0.0005229238
20.85314,20.90514,20.9754,20.87054,21.14126,0.004300271
24.74607,20.76861,19.12625,17.94851,17.31392,-0.000153865
17.78664,15.92235,15.04213,14.61643,14.30018,0.07419714
18.47563,17.86748,17.35466,17.21593,16.96716,0.7686335
23.37314,21.40255,21.02907,21.29176,20.94967,2.986876
22.1615,21.90011,21.73475,21.62457,22.15782,1.55778
17.75403,16.97135,16.65255,16.48849,16.17518,0.0346708
23.64136,22.89086,21.55069,20.13088,19.40567,0.690276
18.4482,17.221,16.47731,16.08695,15.82566,0.1615509
25.13262,21.38006,19.67691,18.81504,18.27821,0.0
20.54754,19.44974,19.2304,19.07883,19.14589,-0.0002284954
25.1981,22.83477,20.81467,19.79213,19.36585,0.5591497
26.11466,22.31539,20.9371,19.90949,19.50948,0.5753592
24.34678,22.23145,20.65828,19.74582,19.27662,0.5489148
22.71615,22.511,22.43355,22.22453,23.1609,2.180448
21.82742,19.90462,18.3584,17.79505,17.46693,0.2885406
23.28559,22.30879,20.60262,19.72223,19.20993,0.4963931
19.11103,18.16282,17.83489,17.72958,17.69131,-0.0002084085
19.10873,17.73261,17.21206,17.01494,16.90106,0.0001602751
23.0015,22.62087,20.83578,19.76834,19.18669,0.57959
22.39319,22.2237,20.36184,19.38862,18.80692,0.5217436
24.22567,21.36718,21.17308,21.1565,20.91254,2.62579
24.82475,22.20901,20.49662,19.6395,19.13829,0.4603523
24.96764,21.63092,20.10761,18.82589,18.18438,-0.0001882895
21.89077,20.9515,20.79078,20.89996,20.78037,2.72129
25.7684,21.5791,19.69569,18.9651,18.47893,0.4390098
20.67312,18.6729,17.56153,17.02298,16.59739,0.136218
21.34447,21.02176,21.03506,20.84642,20.79233,1.938929
22.66202,22.46844,21.71895,21.77678,22.58638,0.5889037
19.9656,20.04902,19.66032,19.55891,19.49118,1.429308
23.22981,22.40589,20.96634,19.83477,19.43147,0.6400145
20.8685,20.71002,20.59575,20.4333,20.57288,1.683259
20.40104,18.63651,17.47704,17.01634,16.66734,0.1532939
23.23873,22.22385,20.33379,19.46135,19.08534,0.4468353
24.28909,23.56308,21.82916,20.44229,19.80027,0.7552962
19.91365,17.90346,17.11921,16.78342,16.63619,8.569868e-05
23.0253,21.23746,19.45973,18.67335,18.20977,0.44608
18.21054,17.3186,16.96362,16.8201,16.77571,-0.0002024442
24.91596,19.9106,18.21997,17.57078,17.22199,0.2997599
22.53635,21.9057,20.33475,19.46974,19.08638,0.5949447
25.12925,21.18706,20.67252,20.60851,20.43062,3.347843
21.45455,19.73178,18.98913,18.66029,18.47467,4.545496e-05
25.24141,21.43465,19.59249,18.90841,18.58509,0.3762546
23.25144,22.2655,20.45132,19.46421,18.95302,0.5680706
22.99354,21.79221,20.26373,19.34539,18.94437,0.5089337
20.11101,18.36709,17.33378,16.85323,16.50491,0.1348035
24.65112,24.5558,21.43679,20.19353,19.35602,0.002189662
18.88214,16.92772,16.01739,15.60445,15.29162,0.06557895
23.08374,20.90838,18.89296,18.15288,17.68838,0.3703836
20.83161,20.62313,20.50168,20.61146,20.50174,0.9174383
22.95558,21.08987,19.27609,18.53104,17.93598,0.3454005
22.50162,20.53223,18.90075,18.2592,17.92108,0.321112
26.48496,24.77792,22.97673,21.20712,20.05577,0.9572647
21.72533,21.7697,21.2129,21.29188,21.07212,1.070432
19.43582,18.04142,17.44005,17.18477,17.024,-0.0002869119
24.21409,22.64403,21.5753,20.62856,20.24358,0.6346303
19.73231,18.43706,17.87407,17.48031,17.24826,0.0618822
18.24553,16.78551,16.07953,15.67505,15.37856,0.06716337
24.17059,21.71096,21.54629,21.40479,21.0257,4.39407e-05
18.70672,16.80581,15.85994,15.34257,14.89567,0.04724373
24.81683,22.0037,19.8705,19.0742,18.45632,0.4460406
20.6306,19.66181,19.36659,19.29309,19.33282,4.577904e-05
18.08067,16.83076,16.93094,17.03991,17.11026,-0.000178237
24.62216,22.17577,20.33542,19.60298,19.08276,0.0004566284
22.36919,22.34181,21.58892,20.66386,19.75633,0.8580097
24.4596,23.06155,20.88288,19.66085,19.1406,0.6126952
26.25278,23.77775,21.78536,20.72209,19.90234,0.7251451
20.01076,19.41783,19.19591,19.0271,19.0461,1.527175
23.66549,21.6733,20.86024,20.52415,20.26581,-0.0003138574
19.9003,18.41537,17.43471,16.96948,16.57593,0.175388
25.25878,22.58831,21.12479,20.65478,20.04493,0.2949333
21.93989,21.66531,21.09384,20.95499,20.94468,1.031143
23.57421,20.82453,19.23316,17.1938,16.07148,0.0001040504
20.09229,20.08808,19.85296,19.84102,20.17329,1.34659
24.67231,22.26926,20.65623,19.70067,19.23652,0.4935273
27.00893,23.85195,22.31498,20.80286,19.88259,0.7570245
23.38615,24.10454,21.54713,20.18887,19.76464,0.6626806
25.18087,23.82159,21.92253,20.78942,19.92285,0.7919522
25.99977,22.59749,20.90382,19.97529,19.53325,0.5211602
21.97839,21.32836,19.60377,18.82332,18.39769,0.4762789
18.00164,17.08014,16.76096,16.63395,16.57697,0.0005555676
21.86104,19.6003,18.10111,17.43377,17.0025,0.2625715
25.64686,22.41778,20.45725,19.52938,19.27209,0.4740232
26.09639,23.31359,21.67806,20.39278,19.75079,0.6218205
23.88453,21.81955,20.58798,19.53522,18.85824,0.5959681
24.17929,22.26868,20.56013,18.67566,17.63787,-4.007499e-05
25.44902,21.67616,20.13282,19.17945,18.7248,0.4881261
21.26742,19.14106,17.82298,17.31259,16.94978,0.2011935
20.56766,20.72348,20.36463,20.30961,20.41265,1.365774
23.04625,22.25131,20.49986,19.64769,19.20086,0.489713
25.51411,22.19387,20.61359,19.78961,19.51008,0.4351826
24.51865,22.08386,20.39626,19.46582,18.9428,0.5065853
22.06921,22.11682,21.78172,21.4406,21.67744,0.8585973
24.92295,20.90943,19.14039,18.52528,18.13002,0.3619979
25.24626,22.52773,20.9257,19.83965,19.34975,0.5820342
22.49892,21.14477,20.10638,19.27768,18.90346,0.5613303
20.1606,18.2745,17.27021,16.83723,16.4721,0.1057175
21.81964,21.57548,21.62679,21.39374,21.63774,1.688863
17.6707,16.74593,16.44862,16.33895,16.31479,-0.000375896
26.32801,22.40606,20.01243,18.73535,18.30059,0.6127821
25.83036,21.14148,19.33867,18.45441,18.03165,0.4446745
19.17785,18.28459,17.97388,17.52528,17.65093,0.0
21.29709,20.68937,20.29045,19.81377,19.76534,0.4925834
23.67227,21.6972,19.99374,19.33922,18.94978,0.3723096
25.08469,23.04773,20.82334,19.79555,19.25986,0.4915952
22.349,21.41643,20.76845,19.90456,19.53328,0.7622311
17.66305,15.76807,14.83962,16.92368,14.25451,-3.6395e-05
23.43272,21.06124,20.55757,20.24573,20.14035,-0.0003426663
26.86649,24.15511,21.98829,20.67233,19.7887,1.02938
26.17802,23.24998,22.71705,22.44464,22.33488,0.792109
27.10148,23.08081,21.19484,20.11905,19.21258,0.9348903
19.15946,17.09892,16.00168,15.49853,15.1742,6.684943e-05
23.71263,21.59799,19.87533,18.98468,18.48078,0.4711556
22.21267,20.31464,18.59247,18.00904,17.59139,0.350895
20.24505,20.1062,19.9325,19.91598,20.24291,0.0
23.35694,24.23314,22.32381,20.75621,19.93068,0.8008502
22.82501,21.75865,21.47861,21.29462,21.01494,1.487789e-05
24.42159,20.11835,19.98257,20.73167,19.72392,-0.0001539814
24.37651,21.4175,20.73102,20.50611,20.42963,-0.000276137
22.88873,21.99829,20.38992,19.35877,18.86497,0.5278001
19.5631,17.9003,17.11505,16.77801,16.59749,-0.0002375683
22.60226,21.75056,21.61741,21.68566,21.82364,-0.0008773062
22.29779,21.03744,20.9535,20.87181,20.42316,2.272111
23.07191,20.9233,19.13696,18.5444,18.15369,0.3959292
19.20005,18.28963,17.9027,17.75652,17.68998,-0.0002566839
21.95718,21.31254,20.94734,20.97347,20.79414,2.554547
23.59763,21.3022,19.5092,18.67885,18.186,0.4763965
20.82487,20.51541,20.35548,20.29438,20.16356,0.7176024
23.04976,20.07682,18.70818,17.99316,18.03469,2.390726e-05
25.45696,22.00502,20.36593,19.51345,18.92451,0.5050282
23.61246,21.05875,20.79955,20.66126,20.96432,0.0001689348
21.85368,20.02444,18.41871,17.83981,17.44888,0.2929055
21.48867,21.36651,20.26408,19.32492,18.8968,0.5660833
20.88969,18.86823,17.55023,17.03919,16.73458,0.2092477
23.24335,22.22292,21.93696,21.68023,21.49634,-0.0002846427
25.43379,21.92935,20.72292,19.84748,19.28367,0.6773455
24.49837,21.88849,20.23557,19.06845,18.43486,0.0001273499
23.62956,21.99619,20.63607,19.84922,19.57039,0.3460023
17.51173,16.51615,16.16146,16.00316,15.95275,-0.0005149841
18.95322,17.4336,16.82248,16.6405,16.47597,-8.117288e-05
25.6733,22.05536,20.95851,19.80248,19.43305,0.6059008
22.44101,22.10552,21.87887,21.47165,21.10604,1.607777
21.41252,21.20201,20.88969,20.87107,20.52028,0.3659458
21.20091,21.13611,20.7046,20.5844,20.63409,1.275498
24.30883,21.2887,20.74662,20.50136,20.49264,-0.001083269
25.52143,22.54873,20.36722,19.26762,18.67421,0.6041437
22.34936,19.74015,18.27642,17.70856,17.33089,0.2921046
22.11355,21.40064,21.19693,21.2635,21.53807,2.312983
19.48531,17.77631,16.95905,16.57947,16.31009,0.06872861
24.39423,23.71212,21.73446,20.54626,19.80944,0.7391244
20.60507,19.72293,19.37644,19.20899,19.18897,-9.488929e-05
25.99123,21.89648,20.60001,19.77995,19.39072,0.5474123
18.19037,16.95778,16.4098,16.18406,16.06868,-0.0006490266
24.12949,23.65892,20.80016,19.8126,19.13247,0.5449384
19.41659,18.10637,17.4616,17.13737,16.95907,0.1241459
22.34491,21.85295,21.61727,21.41709,21.1138,1.589395
22.53339,21.95141,20.52513,19.50272,19.19235,0.5074211
18.41228,17.09096,16.61923,16.43513,16.33033,-5.714072e-05
27.14015,23.85798,22.59455,20.5527,19.84131,0.6163822
19.57493,19.26685,19.27938,19.15017,19.04607,1.877857
24.49326,22.56033,21.08791,19.73999,19.12465,0.6688941
25.73072,21.03814,19.28835,18.52805,18.08718,0.4299899
24.48594,23.40783,22.55171,21.88015,21.62014,0.1046407
21.90383,21.83043,21.74949,21.50209,21.21214,1.895837
19.03717,18.06425,17.74144,17.61325,17.5586,-0.0002886029
18.87475,17.89902,17.4485,17.09101,16.99488,0.08579712
25.51332,21.62761,19.70036,19.08642,18.4935,0.3553332
20.65162,20.13889,20.12821,20.10832,19.82555,0.7238805
16.99173,15.4527,14.49548,13.95961,13.55957,0.01355625
23.78218,21.7141,20.11,19.07999,18.714,0.5554922
21.45792,21.18425,21.35112,20.98842,20.99481,1.942816
22.90799,21.71268,21.016,20.1807,19.71547,0.7646311
26.81445,22.48271,20.53981,19.4338,19.09113,0.553242
22.39678,21.24067,20.22136,19.86318,19.749,2.662496
18.21172,17.77348,17.69685,17.72686,17.76985,2.82839e-05
21.10372,21.01247,20.70907,20.64399,20.12988,0.9201403
23.96761,19.58541,17.81642,17.20219,16.77893,0.3775493
23.49973,21.65286,21.47606,21.47579,21.96609,0.0002688167
24.56215,22.18669,20.93575,20.02653,19.56774,0.5363855
16.68963,15.64374,15.20668,14.98055,14.93043,-0.0003267933
22.26825,21.77405,20.81095,20.11776,20.11774,0.5663424
21.46035,21.25195,21.27618,20.8882,21.52303,1.853504
26.93862,21.74128,19.93134,18.81549,18.34656,0.5723513
19.56381,17.82611,16.92381,16.46097,16.06878,0.0637347
20.01255,19.86224,19.79454,19.72029,19.54956,2.106409
25.79718,22.80307,21.1017,20.00637,19.57866,0.5773211
20.08987,18.33498,17.49563,17.11178,16.81068,0.0646406
22.02115,20.60704,19.9082,19.67074,19.44287,-0.0002398019
19.02253,17.80225,17.25302,17.03252,16.92501,0.0002786878
21.39394,21.572,21.79603,21.37113,22.22438,1.989396
19.29762,18.24768,17.92589,17.78993,17.80298,-4.41455e-05
20.79069,20.54439,20.34652,20.18189,20.09817,1.559869
22.69409,20.30404,18.61732,18.06298,17.6724,0.3355592
22.3409,21.30247,21.09823,21.03336,20.74182,2.877435
22.16817,21.62988,21.42019,21.03065,20.70744,1.59755
21.27554,19.95012,18.32164,17.71413,17.31242,0.301644
22.79492,23.23273,21.69818,20.54672,19.87639,0.4379735
21.33897,21.47882,21.13106,21.14251,21.00143,1.19937
19.61471,18.18035,17.75427,17.61886,17.54009,0.223588
19.22539,19.06988,19.09952,18.84072,18.54541,2.140526
22.73883,22.66092,20.86049,19.74862,19.5629,0.5241021
24.98869,22.57462,21.16851,20.16591,20.01868,0.5426813
24.23563,23.10665,21.15344,19.99865,19.56632,0.6172293
25.27643,23.07482,21.0284,19.9598,19.32147,0.5280798
21.15228,20.43643,20.32947,20.0683,20.19588,1.948472
21.01046,20.13088,19.50347,19.31864,19.09091,-0.0001038875
20.18059,19.09178,18.75621,18.54396,18.37002,0.07507662
18.4801,17.48393,17.14433,17.01686,16.98919,0.0003020536
19.23817,18.00185,18.04777,18.11296,18.51437,-0.001255676
22.65359,21.97659,20.01807,19.09312,18.70424,0.5115156
22.13413,21.93489,21.64723,21.4378,20.86196,2.060514
26.77132,22.27408,20.69653,19.77369,19.40141,0.4990149
21.06523,18.82469,17.35305,16.7941,16.40459,0.2141474
18.2136,17.91018,18.04428,18.21269,18.39949,2.982574
22.80415,20.6991,19.3288,18.76968,18.42774,-0.0004889875
22.93053,22.71877,22.03634,21.32019,20.93647,0.9048453
19.30596,17.38563,16.48861,16.07034,15.76423,0.07269356
26.41166,22.9683,20.99378,19.70935,19.16967,0.616946
24.85748,21.41623,19.56201,18.85505,18.44341,0.3243322
19.05552,18.96738,18.93035,18.73667,18.58004,1.966434
19.55533,18.49994,18.09801,17.94898,17.88064,0.0004394455
21.02908,18.88956,17.60655,17.12192,16.78258,0.1823367
23.11389,22.48161,20.65214,19.76014,19.47573,0.5080794
24.43502,21.90531,21.25509,21.22808,21.32276,-0.0001571978
22.68184,21.46273,21.00616,20.80207,20.89698,4.173449e-05
25.01329,22.57771,20.84876,19.44329,18.72586,-0.0001428509
17.78596,16.33255,16.22091,16.20013,16.18061,-0.0002582335
19.74716,19.73082,19.76807,19.51773,19.43838,1.871162
25.95682,22.16666,20.68481,19.73068,19.25911,0.5272093
17.98918,16.89711,16.4313,16.18391,16.0166,0.03063311
24.47653,22.04373,21.05532,20.05584,19.63597,0.8065768
19.38981,18.33172,17.97042,17.84137,17.79215,-9.763111e-05
23.61687,22.9469,22.14898,20.84002,19.9525,0.6778044
20.61136,18.83743,17.67745,17.21656,16.87327,0.2176228
22.86788,22.01199,20.25485,19.29696,18.82626,0.505558
17.30401,16.28864,15.84657,15.68627,15.61619,-0.0005582906
24.02137,22.69524,21.10159,20.29352,19.94139,0.4869812
24.11323,20.68262,18.84445,18.19515,17.72857,0.3937457
20.14297,18.99471,18.51532,18.34994,18.31077,-5.055684e-05
22.22479,21.34357,21.19689,21.26998,20.75692,0.6520684
17.55562,16.47954,16.23186,16.1538,16.16112,-0.0002909458
19.91542,17.83642,16.94987,16.58344,16.3688,0.0002311882
25.81853,22.95124,21.33098,20.1576,19.60518,0.5611847
21.67931,21.01448,21.05643,20.90015,20.50648,2.289771
23.05138,20.72411,18.90966,18.28137,17.94067,0.3827604
23.50399,21.60874,20.4267,19.65269,19.03999,0.5228305
24.89277,22.03985,20.29554,19.47576,19.10791,0.4703256
21.08357,20.47094,20.3873,20.36706,20.07892,2.259954
20.04324,19.81482,20.03928,20.18123,20.35573,-0.0001685672
23.32549,23.41673,21.57346,20.22017,19.14771,0.7205389
22.20642,20.62632,18.95696,17.98207,17.58113,0.4904922
25.512,21.80883,19.84426,18.7428,18.32779,0.5396632
23.49146,24.25103,22.54315,20.87827,19.94328,7.002656
22.86378,21.98284,21.41231,20.74229,20.88752,0.7200934
19.28365,18.17075,17.73487,17.54289,17.4226,0.0003777018
20.2898,18.47052,17.65762,17.25059,16.95991,0.06168405
20.3866,18.3495,17.30767,16.83708,16.44798,0.1092296
23.97206,22.08543,20.45389,19.52757,18.97689,0.5283184
23.74944,21.12537,19.58564,18.61188,18.02609,0.0001245266
24.88913,22.44407,20.79572,19.28161,18.67409,2.131091e-05
24.499,23.26651,21.21797,20.16153,19.80517,0.5268821
23.39818,23.49055,21.97905,20.64413,19.92491,0.7499713
22.54464,22.16165,20.7445,20.35105,20.2884,0.2644764
19.29966,17.47437,16.45357,15.96339,15.59316,0.1431746
20.16041,19.75143,19.6939,19.71387,19.28148,0.8550513
19.95741,18.50606,17.86083,17.61148,17.40343,-0.0006975779
19.36809,18.1717,17.5773,17.32391,17.16949,-0.0001739334
23.82611,22.63045,21.41546,20.14488,19.83118,0.631719
22.57837,23.94273,22.16602,20.64471,19.98859,0.7850748
23.68371,22.28665,20.3839,19.36926,18.96597,0.4724637
24.85551,21.94352,20.56917,19.57903,19.04657,0.556226
22.42653,22.04421,20.68006,19.6945,19.45461,0.5279095
23.58493,21.75602,21.11001,20.86244,20.19785,3.2023
20.28832,18.3086,17.13173,16.64607,16.27372,0.1951283
21.52079,21.35317,21.0569,20.74523,20.93092,1.674989
19.89508,18.51789,17.58594,17.12088,16.785,0.1535737
25.06685,22.1346,20.5412,19.33157,18.42619,-5.68942e-05
25.33016,21.9983,20.01994,19.09314,18.6138,0.472372
24.02532,21.13375,19.49376,18.72301,18.3355,0.2794659
24.45862,22.246,20.14753,19.27176,18.76098,0.4630215
27.50597,22.64182,21.99638,20.74316,19.71795,0.8661824
19.19081,17.72898,16.94931,16.51379,16.21244,0.1187898
20.72848,20.30447,19.86364,19.53456,19.68376,1.537752
21.78924,19.50315,18.01662,17.41209,17.09464,0.273921
22.94036,20.32153,18.64018,18.0477,17.65395,0.2920353
24.12927,21.86296,20.30612,19.15856,18.49171,0.0002250665
23.12745,22.91991,21.2106,20.25842,20.02417,0.5605407
25.32027,22.11618,20.50093,19.51702,18.93953,0.5682458
23.224,23.34194,22.37044,21.32061,20.7432,0.7307261
22.86835,23.59158,21.28194,20.01803,19.43959,0.6334887
22.32658,19.79906,18.2375,17.44222,17.07479,-0.0001905903
24.22382,23.16818,21.58459,21.41377,23.19101,1.201746
24.14889,22.45014,21.01429,19.96173,19.42211,0.4912971
18.93748,17.93721,17.56733,17.25379,17.20064,0.07078084
22.16185,21.12353,20.991,21.28653,20.57196,2.696498
25.72632,22.35833,20.80318,19.81491,19.25399,0.4995747
20.77841,20.35531,20.34946,20.20354,19.91059,0.8115454
18.47099,17.27507,16.76696,16.43623,16.25603,0.05874027
21.42945,21.42597,21.28709,20.97162,20.37411,2.045635
23.06459,23.66375,21.62924,20.50613,19.75828,0.697246
21.57371,19.33216,17.69253,16.34277,15.61297,4.186996e-05
19.45383,19.47341,19.43552,19.12177,19.15469,1.870371
20.23708,20.00112,19.76571,19.89839,19.73598,1.034363
21.58567,21.95832,21.61701,21.41023,21.36744,2.083524
19.48068,18.46268,17.75541,17.34176,17.06794,0.1648734
23.31466,20.32517,18.7125,18.15043,17.79431,0.2897925
25.76387,21.16615,19.28802,18.71852,18.3024,0.3352857
20.12222,18.03326,16.81087,16.32307,15.89452,0.1478346
23.22005,22.89477,20.96826,19.97837,19.41876,0.4869024
18.14797,17.05508,16.43217,15.95131,15.72368,0.1022247
18.7946,17.09864,16.23305,15.81517,15.49318,0.06636966
21.28874,19.39104,17.95761,17.36216,16.94084,0.2853243
23.97993,22.25145,21.12138,20.76351,20.80596,0.4644638
24.3461,21.40694,19.58917,18.871,18.42847,0.3621108
22.34064,21.49529,21.19301,20.87801,20.6646,-0.0002563112
23.81685,22.47203,20.79283,19.79911,19.20251,0.498999
21.68703,21.09062,20.68258,20.28672,20.0611,1.833372
18.82232,17.41943,16.78648,16.53454,16.41358,7.390972e-05
22.35531,21.75291,20.86369,20.06598,20.02948,0.6416013
22.76708,21.4574,19.90221,19.03202,18.63564,0.5314534
20.96397,20.99966,20.78307,20.79115,20.77175,1.356183
17.87302,16.724,16.30988,16.18343,16.13326,3.27024e-05
19.2375,18.68303,18.62163,18.6129,18.46014,2.586783
21.07214,20.71016,20.76895,20.56806,20.33845,1.675713
21.31392,21.68766,21.0307,21.04574,20.87442,1.348806
24.3379,21.37205,19.57399,18.58536,18.01624,0.5413591
22.15312,22.20844,21.89769,21.55806,21.61695,1.22451
18.6124,18.39367,18.7413,18.99945,19.24869,9.375539e-06
20.35118,19.04437,18.51742,18.30138,18.20469,0.0001472223
21.87646,19.36772,18.07687,17.58353,17.33568,3.256858e-05
24.59624,22.93701,20.7243,19.64519,18.975,0.6060839
19.00754,18.78102,18.65147,18.72993,18.74445,0.9048473
21.78513,21.32405,21.19033,21.1212,21.32818,0.001713134
24.07578,22.27176,20.4272,19.45216,19.10667,0.4975955
22.71012,22.41887,22.02383,21.76425,21.67952,1.39695
19.66091,18.47995,18.39936,18.41507,18.47344,0.0001598737
23.87523,21.73759,21.42264,21.55121,20.97942,3.124793
19.50767,18.59162,18.28846,18.21259,18.14762,0.001149463
24.40497,22.26441,20.599,19.72229,19.1701,0.4936774
23.31284,22.73592,22.05525,21.4749,21.55693,0.5848313
22.14109,19.53497,18.04901,17.4917,17.17078,0.2464326
18.60976,17.38932,17.5287,17.63779,17.75674,-0.0006056065
21.85947,21.58535,21.35937,21.60846,21.13269,-0.0005672587
23.79986,22.22363,20.61833,19.28233,18.43038,0.7391198
20.40975,18.54134,17.52931,17.11638,16.82512,0.1168682
24.95454,21.75231,20.11687,19.24445,18.71873,0.4913034
15.78794,14.8433,14.52362,14.41052,14.39026,-0.000613271
23.4882,23.00114,20.9523,19.73567,19.14676,0.5916083
19.97265,18.34727,17.48877,17.00061,16.69134,0.1088583
19.96103,18.93691,18.65393,18.57306,18.5874,-0.001086109
